"","Grid.ID","Grid.Type","Visit.ID","Ord.Date","Year","Observer.ID","Mean.MAS","n.Points","Count","n.Observers","Observer.Year","Observer.Experience","Imputed","Mean.Birds"
"232","UT-B16","B","Y2-V2",176,"Y2","Trey",129.1,10,0,1,"Trey Y2",2,FALSE,4.1
"233","UT-B16","B","Y3-V1",134,"Y3","Rory",158.3125,16,41,1,"Rory Y3",2,FALSE,12.4375
"234","UT-B16","B","Y3-V2",163,"Y3","Will",142.5625,16,22,1,"Will Y3",2,FALSE,11.4375
"235","UT-B17","B","Y1-V1",159,"Y1","Eoin",122.181818181818,11,6,1,"Eoin Y1",1,FALSE,4.27272727272727
"236","UT-B17","B","Y1-V2",166,"Y1","Rory",150.727272727273,11,19,1,"Rory Y1",2,FALSE,3.90909090909091
"237","UT-B17","B","Y2-V1",152,"Y2","Rory",88,11,22,1,"Rory Y2",2,FALSE,11
"238","UT-B17","B","Y2-V2",162,"Y2","Thea",145.636363636364,11,10,1,"Thea Y2",2,FALSE,5.72727272727273
"239","UT-B17","B","Y3-V1",148,"Y3","Ben",86.9090909090909,11,6,1,"Ben Y3",1,FALSE,7.81818181818182
"240","UT-B17","B","Y3-V2",161,"Y3","Emily",111.181818181818,11,31,1,"Emily Y3",1,FALSE,4.72727272727273
"241","UT-B19","B","Y1-V1",159,"Y1","Austin",165.3125,16,18,1,"Austin Y1",1,FALSE,2.8125
"242","UT-B19","B","Y1-V2",166,"Y1","Eoin",188.25,16,0,1,"Eoin Y1",1,FALSE,2.42857142857143
"243","UT-B19","B","Y2-V1",148,"Y2","Thea",190.875,16,14,1,"Thea Y2",2,FALSE,3.625
"244","UT-B19","B","Y2-V2",164,"Y2","Anna",107.0625,16,19,1,"Anna Y2",1,FALSE,6.25
"245","UT-B19","B","Y3-V1",137,"Y3","Thomas",162.375,16,5,1,"Thomas Y3",1,FALSE,5.4375
"246","UT-B19","B","Y3-V2",161,"Y3","Holden",161.9375,16,4,1,"Holden Y3",1,FALSE,3.875
"247","UT-B22","B","Y1-V1",158,"Y1","Eoin",96.0833333333333,12,10,1,"Eoin Y1",1,FALSE,3.08333333333333
"248","UT-B22","B","Y1-V2",164,"Y1","Austin",320.833333333333,12,18,1,"Austin Y1",1,FALSE,2.66666666666667
"249","UT-B22","B","Y2-V1",145,"Y2","Devin",101.333333333333,12,7,1,"Devin Y2",1,FALSE,6.5
"250","UT-B22","B","Y2-V2",165,"Y2","Thea",117.5,12,27,1,"Thea Y2",2,FALSE,6.83333333333333
"251","UT-B22","B","Y3-V1",144,"Y3","Holden",94.6666666666667,12,1,1,"Holden Y3",1,FALSE,3.75
"252","UT-B22","B","Y3-V2",158,"Y3","Thomas",80.25,12,17,1,"Thomas Y3",1,FALSE,5.66666666666667
"253","UT-B24","B","Y1-V1",160,"Y1","Eliza",207.1875,16,24,1,"Eliza Y1",1,FALSE,5
"254","UT-B24","B","Y1-V2",167,"Y1","Rory",201.4375,16,33,1,"Rory Y1",2,FALSE,5.64285714285714
"255","UT-B24","B","Y2-V1",144,"Y2","Anna",108.1875,16,33,1,"Anna Y2",1,FALSE,5.0625
"256","UT-B24","B","Y2-V2",164,"Y2","Thea",170.5,16,15,1,"Thea Y2",2,FALSE,7.8125
"257","UT-B24","B","Y3-V1",140,"Y3","Thomas",116.0625,16,26,1,"Thomas Y3",1,FALSE,5
"258","UT-B24","B","Y3-V2",151,"Y3","Emily",104.4375,16,1,1,"Emily Y3",1,FALSE,7.625
"259","UT-B25","B","Y1-V1",157,"Y1","Ruger",167,14,14,1,"Ruger Y1",2,FALSE,3.07142857142857
"260","UT-B25","B","Y1-V2",163,"Y1","Eliza",189.5,14,6,1,"Eliza Y1",1,FALSE,3.41666666666667
"261","UT-B25","B","Y2-V1",144,"Y2","Devin",175.071428571429,14,24,1,"Devin Y2",1,FALSE,4
"262","UT-B25","B","Y2-V2",159,"Y2","Andrew",163.071428571429,14,14,1,"Andrew Y2",1,FALSE,3.85714285714286
"263","UT-B25","B","Y3-V1",134,"Y3","Will",90.3571428571429,14,29,1,"Will Y3",2,FALSE,8.14285714285714
"264","UT-B25","B","Y3-V2",151,"Y3","Thomas",162,13,9,1,"Thomas Y3",1,FALSE,7.53846153846154
"265","UT-B27","B","Y1-V1",157,"Y1","Austin",154.75,16,15,1,"Austin Y1",1,FALSE,3.8125
"266","UT-B27","B","Y1-V2",170,"Y1","Eoin",142.625,16,27,1,"Eoin Y1",1,FALSE,1.8125
"267","UT-B27","B","Y2-V1",145,"Y2","Trey",117.3125,16,14,1,"Trey Y2",2,FALSE,4.1875
"268","UT-B27","B","Y2-V2",166,"Y2","Anna",95.3125,16,35,1,"Anna Y2",1,FALSE,5.09090909090909
"269","UT-B27","B","Y3-V1",134,"Y3","Emily",94.375,16,58,1,"Emily Y3",1,FALSE,6.375
"270","UT-B27","B","Y3-V2",149,"Y3","Thomas",35.75,16,12,1,"Thomas Y3",1,FALSE,5.25
"271","UT-B30","B","Y1-V1",157,"Y1","Eliza",188.75,16,17,1,"Eliza Y1",1,FALSE,4.125
"272","UT-B30","B","Y1-V2",170,"Y1","Keramie",223.1875,16,40,2,"Keramie Y1",1,FALSE,4.25
"273","UT-B30","B","Y2-V1",144,"Y2","Thea",193.461538461538,13,15,1,"Thea Y2",2,FALSE,7.23076923076923
"274","UT-B30","B","Y2-V2",159,"Y2","Devin",151,16,35,1,"Devin Y2",1,FALSE,3.5
"275","UT-B30","B","Y3-V1",134,"Y3","Ben",217,16,31,1,"Ben Y3",1,FALSE,8.4375
"276","UT-B30","B","Y3-V2",149,"Y3","Holden",129.25,16,7,1,"Holden Y3",1,FALSE,3.625
"277","UT-C01","R","Y1-V1",158,"Y1","Rory",205.1875,16,11,1,"Rory Y1",2,FALSE,6.875
"278","UT-C01","R","Y1-V2",165,"Y1","Eliza",162.25,16,5,1,"Eliza Y1",1,FALSE,5
"279","UT-C01","R","Y2-V1",142,"Y2","Will",80.1875,16,6,1,"Will Y2",2,FALSE,9.5
"280","UT-C01","R","Y2-V2",164,"Y2","Rory",124.461538461538,13,17,1,"Rory Y2",2,FALSE,9.76923076923077
"281","UT-C01","R","Y3-V1",129,"Y3","Ben",188.4375,16,16,1,"Ben Y3",1,FALSE,6.5
"282","UT-C01","R","Y3-V2",156,"Y3","Emily",116.3125,16,32,1,"Emily Y3",1,FALSE,6.625
"283","UT-C02","R","Y1-V1",158,"Y1","Ruger",125.6,10,0,1,"Ruger Y1",2,FALSE,3.8
"284","UT-C02","R","Y1-V2",165,"Y1","Eoin",142.3,10,0,1,"Eoin Y1",1,FALSE,2.8
"285","UT-C02","R","Y2-V1",142,"Y2","Trey",67.5,10,0,1,"Trey Y2",2,FALSE,5.1
"286","UT-C02","R","Y2-V2",164,"Y2","Devin",108.4,10,0,1,"Devin Y2",1,FALSE,5.8
"287","UT-C02","R","Y3-V1",129,"Y3","Rory",106.4,10,9,1,"Rory Y3",2,FALSE,8.6
"288","UT-C02","R","Y3-V2",151,"Y3","Ben",83,10,0,1,"Ben Y3",1,FALSE,10.3
"289","UT-C05","R","Y1-V1",156,"Y1","Eoin",130.9375,16,0,1,"Eoin Y1",1,FALSE,4.3125
"290","UT-C05","R","Y1-V2",164,"Y1","Ruger",172,16,0,1,"Ruger Y1",2,FALSE,6
"291","UT-C05","R","Y2-V1",141,"Y2","Trey",129,16,0,1,"Trey Y2",2,FALSE,4.875
"292","UT-C05","R","Y2-V2",169,"Y2","Anna",140.0625,16,6,1,"Anna Y2",1,FALSE,8.4375
"293","UT-C05","R","Y3-V1",135,"Y3","Ben",120.5625,16,0,1,"Ben Y3",1,FALSE,13
"294","UT-C05","R","Y3-V2",156,"Y3","Aidan",93,16,5,1,"Aidan Y3",1,FALSE,8.625
"295","UT-C06","R","Y1-V1",156,"Y1","Ruger",170.5625,16,0,1,"Ruger Y1",2,FALSE,3.9375
"296","UT-C06","R","Y1-V2",164,"Y1","Rory",195.625,16,15,1,"Rory Y1",2,FALSE,4.5625
"297","UT-C06","R","Y2-V1",155,"Y2","Thea",227.733333333333,15,3,1,"Thea Y2",2,FALSE,7.4
"298","UT-C06","R","Y2-V2",169,"Y2","Devin",198.5,16,0,1,"Devin Y2",1,FALSE,5.8125
"299","UT-C06","R","Y3-V1",135,"Y3","Will",122.1875,16,11,1,"Will Y3",2,FALSE,8.5625
"300","UT-C06","R","Y3-V2",156,"Y3","Rory",119.8125,16,0,1,"Rory Y3",2,FALSE,10.1875
"301","UT-C08","R","Y1-V1",160,"Y1","Eoin",137.625,16,12,1,"Eoin Y1",1,FALSE,2.57142857142857
"302","UT-C08","R","Y1-V2",167,"Y1","Austin",103.6,10,6,1,"Austin Y1",1,FALSE,2.7
"303","UT-C08","R","Y2-V1",152,"Y2","Devin",206.1875,16,15,1,"Devin Y2",1,FALSE,4.75
"304","UT-C08","R","Y2-V2",169,"Y2","Trey",165.1875,16,0,1,"Trey Y2",2,FALSE,4.6875
"305","UT-C08","R","Y3-V1",133,"Y3","Will",82.25,16,23,1,"Will Y3",2,FALSE,8.375
"306","UT-C08","R","Y3-V2",158,"Y3","Aidan",127.6875,16,27,1,"Aidan Y3",1,FALSE,5.875
"307","UT-C15","R","Y1-V1",170,"Y1","Austin",192.125,16,8,1,"Austin Y1",1,FALSE,3.2
"308","UT-C15","R","Y1-V2",192,"Y1","Eoin",165.6875,16,1,1,"Eoin Y1",1,FALSE,2.53333333333333
"309","UT-C15","R","Y2-V1",155,"Y2","Will",144.4375,16,11,1,"Will Y2",2,FALSE,8.4375
"310","UT-C15","R","Y2-V2",166,"Y2","Devin",168,12,13,1,"Devin Y2",1,FALSE,6.41666666666667
"311","UT-C15","R","Y3-V1",144,"Y3","Emily",187,16,27,1,"Emily Y3",1,FALSE,5.66666666666667
"312","UT-C15","R","Y3-V2",161,"Y3","Aidan",167.1875,16,5,1,"Aidan Y3",1,FALSE,7.8125
"313","UT-C16","R","Y1-V1",192,"Y1","Rory",225.8,15,2,1,"Rory Y1",2,FALSE,8.8
"314","UT-C16","R","Y1-V2",195,"Y1","Austin",192.1875,16,2,1,"Austin Y1",1,FALSE,2.07692307692308
"315","UT-C16","R","Y2-V1",145,"Y2","Will",107.3125,16,4,1,"Will Y2",2,FALSE,11.125
"316","UT-C16","R","Y2-V2",166,"Y2","Trey",77.5,6,2,1,"Trey Y2",2,FALSE,4
"317","UT-C16","R","Y3-V1",137,"Y3","Will",49.875,16,15,1,"Will Y3",2,FALSE,10.125
"318","UT-C16","R","Y3-V2",169,"Y3","Emily",144.0625,16,34,1,"Emily Y3",1,FALSE,6.875
"319","UT-C17","R","Y1-V1",159,"Y1","Rory",168.545454545455,11,10,1,"Rory Y1",2,FALSE,7
"320","UT-C17","R","Y1-V2",166,"Y1","Austin",164.111111111111,9,6,1,"Austin Y1",1,FALSE,3.66666666666667
"321","UT-C17","R","Y2-V1",152,"Y2","Andrew",140.727272727273,11,13,1,"Andrew Y2",1,FALSE,5.72727272727273
"322","UT-C17","R","Y2-V2",172,"Y2","Devin",135.181818181818,11,1,1,"Devin Y2",1,FALSE,4.90909090909091
"323","UT-C17","R","Y3-V1",148,"Y3","Will",98.6363636363636,11,19,1,"Will Y3",2,FALSE,8.27272727272727
"324","UT-C17","R","Y3-V2",161,"Y3","Rory",145.454545454545,11,15,1,"Rory Y3",2,FALSE,9
"325","UT-C19","R","Y1-V1",159,"Y1","Ruger",234.25,16,10,1,"Ruger Y1",2,FALSE,4.25
"326","UT-C19","R","Y1-V2",166,"Y1","Eliza",152.9375,16,2,1,"Eliza Y1",1,FALSE,3.28571428571429
"327","UT-C19","R","Y2-V1",137,"Y2","Will",101.1875,16,33,1,"Will Y2",2,FALSE,7.0625
"328","UT-C19","R","Y2-V2",156,"Y2","Rory",50.75,16,29,2,"Rory Y2",2,FALSE,8.75
"329","UT-C19","R","Y3-V1",137,"Y3","Holden",115.875,16,5,1,"Holden Y3",1,FALSE,2.85714285714286
"330","UT-C19","R","Y3-V2",161,"Y3","Aidan",83.9333333333333,15,18,1,"Aidan Y3",1,FALSE,5.86666666666667
"331","UT-C22","R","Y1-V1",159,"Y1","Eliza",84.5833333333333,12,5,1,"Eliza Y1",1,FALSE,6.66666666666667
"332","UT-C22","R","Y1-V2",164,"Y1","Austin",160.166666666667,12,2,1,"Austin Y1",1,FALSE,4.16666666666667
"333","UT-C22","R","Y2-V1",145,"Y2","Thea",126.916666666667,12,2,1,"Thea Y2",2,FALSE,5.91666666666667
"334","UT-C22","R","Y2-V2",162,"Y2","Devin",124.583333333333,12,10,1,"Devin Y2",1,FALSE,5.66666666666667
"335","UT-C22","R","Y3-V1",144,"Y3","Thomas",67.0833333333333,12,6,1,"Thomas Y3",1,FALSE,6.16666666666667
"336","UT-C22","R","Y3-V2",165,"Y3","Ben",76.1666666666667,12,26,1,"Ben Y3",1,FALSE,10.5
"337","UT-C24","B","Y1-V1",160,"Y1","Austin",178.4375,16,21,1,"Austin Y1",1,FALSE,3.46666666666667
"338","UT-C24","B","Y1-V2",167,"Y1","Eoin",104,6,0,1,"Eoin Y1",1,FALSE,3.33333333333333
"339","UT-C24","B","Y2-V1",138,"Y2","Will",142.9375,16,22,1,"Will Y2",2,FALSE,7
"340","UT-C24","B","Y2-V2",166,"Y2","Andrew",65.0714285714286,14,18,1,"Andrew Y2",1,FALSE,5.07692307692308
"341","UT-C24","B","Y3-V1",136,"Y3","Ben",134.6875,16,8,1,"Ben Y3",1,FALSE,9.25
"342","UT-C24","B","Y3-V2",169,"Y3","Will",115.1875,16,41,1,"Will Y3",2,FALSE,8.625
"343","UT-C25","B","Y1-V1",192,"Y1","Austin",132.083333333333,12,2,1,"Austin Y1",1,FALSE,2.14285714285714
"344","UT-C25","B","Y1-V2",195,"Y1","Eoin",103.333333333333,12,0,1,"Eoin Y1",1,FALSE,2.66666666666667
"345","UT-C25","B","Y2-V1",155,"Y2","Andrew",138.076923076923,13,21,1,"Andrew Y2",1,FALSE,4.30769230769231
"346","UT-C25","B","Y2-V2",166,"Y2","Will",129.142857142857,14,22,1,"Will Y2",2,FALSE,5.85714285714286
"347","UT-C25","B","Y3-V1",135,"Y3","Rory",131.714285714286,14,48,1,"Rory Y3",2,FALSE,9.14285714285714
"348","UT-C25","B","Y3-V2",161,"Y3","Will",103.142857142857,14,21,1,"Will Y3",2,FALSE,8.21428571428571
"349","UT-C27","R","Y1-V1",166,"Y1","Ruger",151.5625,16,22,1,"Ruger Y1",2,FALSE,4.625
"350","UT-C27","R","Y1-V2",191,"Y1","Keramie",146.3125,16,5,1,"Keramie Y1",1,FALSE,3.375
"351","UT-C27","R","Y2-V1",145,"Y2","Keramie",157.6875,16,23,1,"Keramie Y2",1,FALSE,5.64285714285714
"352","UT-C27","R","Y2-V2",166,"Y2","Thea",112.375,16,43,1,"Thea Y2",2,FALSE,4.5625
"353","UT-C27","R","Y3-V1",137,"Y3","Emily",87.9375,16,49,1,"Emily Y3",1,FALSE,6.25
"354","UT-C27","R","Y3-V2",165,"Y3","Thomas",85.8125,16,14,1,"Thomas Y3",1,FALSE,5.8125
"355","UT-C30","R","Y1-V1",192,"Y1","Keramie",163.25,16,10,1,"Keramie Y1",1,FALSE,4.6
"356","UT-C30","R","Y1-V2",195,"Y1","Rory",134.333333333333,15,4,1,"Rory Y1",2,FALSE,6.06666666666667
"357","UT-C30","R","Y2-V1",135,"Y2","Trey",115.307692307692,13,3,1,"Trey Y2",2,FALSE,3.69230769230769
"358","UT-C30","R","Y2-V2",156,"Y2","Devin",108.6875,16,7,1,"Devin Y2",1,FALSE,6.0625
"359","UT-C30","R","Y3-V1",148,"Y3","Emily",136.125,16,35,1,"Emily Y3",1,FALSE,6.3125
"360","UT-C30","R","Y3-V2",161,"Y3","Thomas",102.75,16,16,1,"Thomas Y3",1,FALSE,5.125
